2025-04-05 11:59:19 INFO  c.r.rxviewui.controller.LoginPage - logged In
2025-04-05 11:59:20 INFO  c.r.r.service.login.LoginController - ip mismatched 192.168.31.178 and 192.168.12.10
2025-04-05 11:59:20 INFO  c.r.r.service.login.LoginController - IP not found
2025-04-05 11:59:20 INFO  c.r.r.service.login.LoginController - initialized
2025-04-05 11:59:23 INFO  c.r.r.service.login.LoginController - No devices found!!!
2025-04-05 11:59:24 INFO  c.r.r.service.study.StudyService - Image received
2025-04-05 11:59:25 INFO  c.r.r.service.study.StudyService - Mat is not empty
2025-04-05 11:59:26 INFO  c.r.r.m.I.D.MainDrawTool - ImagingParams is null
2025-04-05 11:59:34 INFO  c.r.r.m.print.LayoutTab.LayoutTab - Sex : male : TOP_LEFT
2025-04-05 11:59:34 INFO  c.r.r.m.print.LayoutTab.LayoutTab - Institutional Name : Apollo Hospital : BOTTOM_RIGHT
2025-04-05 11:59:34 INFO  c.r.r.m.print.LayoutTab.LayoutTab - Institutional Adress : Film Nagar, Hyderabad, Telangana 500033 : BOTTOM_RIGHT
2025-04-05 11:59:34 INFO  c.r.r.m.print.LayoutTab.LayoutTab - Modality : DX : BOTTOM_LEFT
2025-04-05 11:59:39 INFO  c.r.r.m.print.LayoutTab.LayoutTab - Sex : male : TOP_LEFT
2025-04-05 11:59:39 INFO  c.r.r.m.print.LayoutTab.LayoutTab - Institutional Name : Apollo Hospital : BOTTOM_RIGHT
2025-04-05 11:59:39 INFO  c.r.r.m.print.LayoutTab.LayoutTab - Institutional Adress : Film Nagar, Hyderabad, Telangana 500033 : BOTTOM_RIGHT
2025-04-05 11:59:39 INFO  c.r.r.m.print.LayoutTab.LayoutTab - Modality : DX : BOTTOM_LEFT
2025-04-05 11:59:40 INFO  c.r.r.m.print.LayoutTab.LayoutTab - Sex : male : TOP_LEFT
2025-04-05 11:59:40 INFO  c.r.r.m.print.LayoutTab.LayoutTab - Institutional Name : Apollo Hospital : BOTTOM_RIGHT
2025-04-05 11:59:40 INFO  c.r.r.m.print.LayoutTab.LayoutTab - Institutional Adress : Film Nagar, Hyderabad, Telangana 500033 : BOTTOM_RIGHT
2025-04-05 11:59:40 INFO  c.r.r.m.print.LayoutTab.LayoutTab - Modality : DX : BOTTOM_LEFT
2025-04-05 12:00:56 INFO  c.r.r.m.print.LayoutTab.LayoutTab - Sex : male : TOP_LEFT
2025-04-05 12:00:56 INFO  c.r.r.m.print.LayoutTab.LayoutTab - Institutional Name : Apollo Hospital : BOTTOM_RIGHT
2025-04-05 12:00:56 INFO  c.r.r.m.print.LayoutTab.LayoutTab - Institutional Adress : Film Nagar, Hyderabad, Telangana 500033 : BOTTOM_RIGHT
2025-04-05 12:00:56 INFO  c.r.r.m.print.LayoutTab.LayoutTab - Modality : DX : BOTTOM_LEFT
2025-04-05 12:01:29 INFO  c.r.r.m.print.LayoutTab.LayoutTab - Sex : male : TOP_LEFT
2025-04-05 12:01:29 INFO  c.r.r.m.print.LayoutTab.LayoutTab - Institutional Name : Apollo Hospital : BOTTOM_RIGHT
2025-04-05 12:01:29 INFO  c.r.r.m.print.LayoutTab.LayoutTab - Institutional Adress : Film Nagar, Hyderabad, Telangana 500033 : BOTTOM_RIGHT
2025-04-05 12:01:29 INFO  c.r.r.m.print.LayoutTab.LayoutTab - Modality : DX : BOTTOM_LEFT
2025-04-05 12:03:12 INFO  c.r.r.m.print.LayoutTab.LayoutTab - Sex : male : TOP_LEFT
2025-04-05 12:03:12 INFO  c.r.r.m.print.LayoutTab.LayoutTab - Institutional Name : Apollo Hospital : BOTTOM_RIGHT
2025-04-05 12:03:12 INFO  c.r.r.m.print.LayoutTab.LayoutTab - Institutional Adress : Film Nagar, Hyderabad, Telangana 500033 : BOTTOM_RIGHT
2025-04-05 12:03:12 INFO  c.r.r.m.print.LayoutTab.LayoutTab - Modality : DX : BOTTOM_LEFT
