2025-04-05 12:12:46 INFO  c.r.rxviewui.controller.LoginPage - logged In
2025-04-05 12:12:47 INFO  c.r.r.service.login.LoginController - ip mismatched 192.168.31.178 and 192.168.12.10
2025-04-05 12:12:47 INFO  c.r.r.service.login.LoginController - IP not found
2025-04-05 12:12:47 INFO  c.r.r.service.login.LoginController - initialized
2025-04-05 12:12:50 INFO  c.r.r.service.login.LoginController - No devices found!!!
2025-04-05 12:12:51 INFO  c.r.r.service.study.StudyService - Image received
2025-04-05 12:12:52 INFO  c.r.r.service.study.StudyService - Mat is not empty
2025-04-05 12:12:52 INFO  c.r.r.m.I.D.MainDrawTool - ImagingParams is null
2025-04-05 12:13:04 INFO  c.r.r.m.print.LayoutTab.LayoutTab - Sex : male : TOP_LEFT
2025-04-05 12:13:04 INFO  c.r.r.m.print.LayoutTab.LayoutTab - Institutional Name : Apollo Hospital : BOTTOM_RIGHT
2025-04-05 12:13:04 INFO  c.r.r.m.print.LayoutTab.LayoutTab - Institutional Adress : Film Nagar, Hyderabad, Telangana 500033 : BOTTOM_RIGHT
2025-04-05 12:13:04 INFO  c.r.r.m.print.LayoutTab.LayoutTab - Modality : DX : BOTTOM_LEFT
2025-04-05 12:13:06 INFO  c.r.r.m.print.LayoutTab.LayoutTab - Sex : male : TOP_LEFT
2025-04-05 12:13:06 INFO  c.r.r.m.print.LayoutTab.LayoutTab - Institutional Name : Apollo Hospital : BOTTOM_RIGHT
2025-04-05 12:13:06 INFO  c.r.r.m.print.LayoutTab.LayoutTab - Institutional Adress : Film Nagar, Hyderabad, Telangana 500033 : BOTTOM_RIGHT
2025-04-05 12:13:06 INFO  c.r.r.m.print.LayoutTab.LayoutTab - Modality : DX : BOTTOM_LEFT
2025-04-05 12:13:06 INFO  c.r.r.m.print.LayoutTab.LayoutTab - Sex : male : TOP_LEFT
2025-04-05 12:13:06 INFO  c.r.r.m.print.LayoutTab.LayoutTab - Institutional Name : Apollo Hospital : BOTTOM_RIGHT
2025-04-05 12:13:06 INFO  c.r.r.m.print.LayoutTab.LayoutTab - Institutional Adress : Film Nagar, Hyderabad, Telangana 500033 : BOTTOM_RIGHT
2025-04-05 12:13:06 INFO  c.r.r.m.print.LayoutTab.LayoutTab - Modality : DX : BOTTOM_LEFT
2025-04-05 12:13:07 INFO  c.r.r.m.print.LayoutTab.LayoutTab - Sex : male : TOP_LEFT
2025-04-05 12:13:07 INFO  c.r.r.m.print.LayoutTab.LayoutTab - Institutional Name : Apollo Hospital : BOTTOM_RIGHT
